Todas as mensagens de registro de eventos.
Data:	2013-05-23 11:40:40
Nome do sistema:	System1
Nome do controlador:	192.168.133.1
ID do controlador
	24-53319

RobotWare:	5.14.1032
Chave:	.csNpds3aus-s6MyUXs-s9
Opções:	
	RW Control module key
	RobotWare OS and English
	644-6 Portuguese
		645-3 Spanish
		709-x DeviceNet
			709-1 Master/Slave Single
			608-1 World Zones
			609-1 Fixed Position Events
			611-1 Path Recovery
			613-1 Collision Detection
			617-1 FlexPendant Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt

DriveModule1
Chave:	LlVbY.0SGVirW
Opções:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/45 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Comum mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
331472    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 11:59:24 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331473    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:00:09 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331474    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:00:17 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
331475    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:00:22 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/431	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/431"}
331476    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:00:24 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/433	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/433"}
331477    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:00:31 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rHomeCargaSaida/MoveJ/587	{args: "T_ROB1", "/Injetora/rHomeCargaSaida/MoveJ/587"}
331478    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:00:39 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331479    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:01:23 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331480    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:01:31 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
331481    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:01:37 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/431	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/431"}
331482    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:01:39 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/433	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/433"}
331483    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:01:46 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rHomeCargaSaida/MoveJ/587	{args: "T_ROB1", "/Injetora/rHomeCargaSaida/MoveJ/587"}
331484    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:01:54 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331485    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:02:39 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331486    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:02:46 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
331487    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:02:52 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/431	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/431"}
331488    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:02:54 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/433	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/433"}
331489    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:03:01 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rHomeCargaSaida/MoveJ/587	{args: "T_ROB1", "/Injetora/rHomeCargaSaida/MoveJ/587"}
331490    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:03:09 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331491    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:03:53 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331492    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:04:01 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
331493    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:04:06 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/431	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/431"}
331494    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:04:08 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/433	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/433"}
331495    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:04:15 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rHomeCargaSaida/MoveJ/587	{args: "T_ROB1", "/Injetora/rHomeCargaSaida/MoveJ/587"}
331496    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:04:23 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331497    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:05:08 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331498    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:05:16 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
331499    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:05:21 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/431	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/431"}
331500    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:05:23 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/433	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/433"}
331501    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:05:30 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rHomeCargaSaida/MoveJ/587	{args: "T_ROB1", "/Injetora/rHomeCargaSaida/MoveJ/587"}
331502    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:05:38 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331503    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:06:24 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331504    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:06:32 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
331505    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:06:37 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/431	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/431"}
331506    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:06:39 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/433	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/433"}
331507    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:06:46 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rHomeCargaSaida/MoveJ/587	{args: "T_ROB1", "/Injetora/rHomeCargaSaida/MoveJ/587"}
331508    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:06:54 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331509    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:07:39 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331510    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:07:47 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
331511    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:07:52 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/431	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/431"}
331512    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:07:54 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/433	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/433"}
331513    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:08:01 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rHomeCargaSaida/MoveJ/587	{args: "T_ROB1", "/Injetora/rHomeCargaSaida/MoveJ/587"}
331514    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:08:09 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331515    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:12:08 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331516    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:12:15 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
331517    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:12:21 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/431	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/431"}
331518    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:12:23 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/433	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/433"}
331519    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:12:30 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rHomeCargaSaida/MoveJ/587	{args: "T_ROB1", "/Injetora/rHomeCargaSaida/MoveJ/587"}
331520    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:12:38 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331521    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:13:22 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331522    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:13:30 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
331523    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:13:35 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/431	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/431"}
331524    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:13:37 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/433	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/433"}
331525    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:13:44 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rHomeCargaSaida/MoveJ/587	{args: "T_ROB1", "/Injetora/rHomeCargaSaida/MoveJ/587"}
331526    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:13:52 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/607	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/607"}
331527    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:14:37 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/426	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/426"}
331528    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2013-05-22 12:14:44 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
