Todas as mensagens de registro de eventos.
Data:	2000-01-01 03:27:01
Nome do sistema:	System1
Nome do controlador:	192.168.133.1
ID do controlador
	24-53319

RobotWare:	5.14.1032
Chave:	.csNpds3aus-s6MyUXs-s9
Opções:	
	RW Control module key
	RobotWare OS and English
	644-6 Portuguese
		645-3 Spanish
		709-x DeviceNet
			709-1 Master/Slave Single
			608-1 World Zones
			609-1 Fixed Position Events
			611-1 Path Recovery
			613-1 Collision Detection
			617-1 FlexPendant Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt

DriveModule1
Chave:	LlVbY.0SGVirW
Opções:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/45 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Comum mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
576679    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 00:04:35 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576680    	I   	Operacional         	10017   	Confirmação do modo Automático          	2000-01-01 00:04:36 	O sistema está no modo Automático.	{args: }
576681    	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 00:04:39 	O sistema encontra-se no estado de Motores ligados.	{args: }
576682    	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 00:04:40 	Iniciou-se um movimento de recuperação.	{args: "0"}
576683    	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 00:04:40 	O movimento de recuperação está pronto.	{args: "0"}
576684    	I   	Operacional         	10151   	O programa foi iniciado                 	2000-01-01 00:04:40 	A execução da tarefa T_ROB1 foi iniciada a partir da primeira instrução da rotina de entrada de tarefas. O originador é um cliente externo.	{args: "1", "T_ROB1"}
576685    	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 00:04:56 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/616	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/616"}
576686    	I   	Operacional         	10125   	O programa foi interrompido             	2000-01-01 00:17:32 	A tarefa T_ROB1 foi interrompida. O motivo é que ocorreu uma parada externa ou interna.	{args: "1", "T_ROB1"}
576687    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 00:17:33 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576688    	E   	Sistema             	20205   	A Parada Automática está aberta         	2000-01-01 00:17:33 	O circuito Parada com Segurança do Modo Automático foi interrompido.	{args: }
576689    	E   	Sistema             	20206   	A Parada Geral está aberta              	2000-01-01 00:17:33 	O circuito Parada com Segurança do Modo Geral foi interrompido.	{args: }
576690    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:03:39 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576691    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:04:03 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576692    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:04:27 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576693    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:04:51 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576694    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:05:15 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576695    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:05:39 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576696    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:06:03 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576697    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:06:27 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576698    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:06:51 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576699    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:07:15 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576700    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:07:39 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576701    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:08:03 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576702    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:08:27 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576703    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:08:51 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576704    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:09:15 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576705    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:09:39 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576706    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:10:03 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576707    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:10:27 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576708    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:10:51 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576709    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:11:15 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576710    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:11:39 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576711    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:12:03 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576712    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:12:26 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576713    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:12:27 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576714    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:12:27 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576715    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:12:27 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576716    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:12:51 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576717    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:12:51 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576718    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:12:51 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576719    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:13:15 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576720    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:13:15 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576721    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:13:15 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576722    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2000-01-01 03:13:21 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
576723    	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 03:13:23 	O sistema encontra-se no estado de Motores ligados.	{args: }
576724    	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 03:13:27 	Iniciou-se um movimento de recuperação.	{args: "0"}
576725    	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 03:13:27 	O movimento de recuperação está pronto.	{args: "0"}
576726    	I   	Operacional         	10151   	O programa foi iniciado                 	2000-01-01 03:13:27 	A execução da tarefa T_ROB1 foi iniciada a partir da primeira instrução da rotina de entrada de tarefas. O originador é um cliente externo.	{args: "1", "T_ROB1"}
576727    	E   	Movimento           	50055   	Excesso de carga na junta               	2000-01-01 03:13:32 	Excesso de torque efetivo na junta rob1_2. Pode ter sido causado por dados de carga incorretos, excesso de aceleração, altas forças externas do processo, baixa temperatura ou erro de hardware.	{args: "rob1_2"}
576728    	I   	Operacional         	10020   	Estado de erro de execução              	2000-01-01 03:13:32 	A execução do programa na tarefa T_ROB1 parou devido a um erro espontâneo.	{args: "1", "T_ROB1"}
576729    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:13:32 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576730    	I   	Operacional         	10125   	O programa foi interrompido             	2000-01-01 03:13:32 	A tarefa T_ROB1 foi interrompida. O motivo é que ocorreu uma parada externa ou interna.	{args: "1", "T_ROB1"}
576731    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:13:33 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576732    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:13:39 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576733    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:13:39 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576734    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:13:39 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576735    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:14:03 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576736    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:14:03 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576737    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:14:03 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576738    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:14:27 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576739    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:14:27 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576740    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:14:27 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576741    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:14:51 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576742    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:14:51 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576743    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:14:51 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576744    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:15:15 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576745    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:15:15 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576746    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:15:15 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576747    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:15:39 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576748    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:15:39 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576749    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:15:39 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576750    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2000-01-01 03:16:01 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
576751    	I   	Operacional         	10021   	Redefinição do erro de execução         	2000-01-01 03:16:01 	 A execução do programa na tarefa T_ROB1 deixou um estado de erro espontâneo. 	{args: "1", "T_ROB1"}
576752    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:16:03 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576753    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:16:03 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576754    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:16:03 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576755    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:16:27 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576756    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:16:27 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576757    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:16:27 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576758    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:16:51 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576759    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:16:51 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576760    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:16:51 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576761    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:17:15 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576762    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:17:15 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576763    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:17:15 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576764    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:17:39 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576765    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:17:39 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576766    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:17:39 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576767    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:17:56 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576768    	I   	Operacional         	10045   	Reinício do sistema                     	2000-01-01 03:18:27 	Um sistema já instalado foi reiniciado.	{args: }
576769    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:18:58 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576770    	I   	Operacional         	10017   	Confirmação do modo Automático          	2000-01-01 03:18:58 	O sistema está no modo Automático.	{args: }
576771    	I   	Operacional         	10155   	O programa foi reiniciado               	2000-01-01 03:18:58 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. Não foi possível determinar o originador.	{args: "1", "T_ROB1"}
576772    	I   	Operacional         	10129   	O programa foi interrompido             	2000-01-01 03:18:59 	A tarefa T_ROB1 foi interrompida. O motivo é que a rotina de evento para RESET ou POWER_ON está pronta.	{args: "1", "T_ROB1"}
576773    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:19:09 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
576774    	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 03:19:09 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
576775    	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 03:19:10 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
576776    	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-01 03:19:20 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
576777    	E   	Sistema             	20252   	Alta temperatura do motor, DRV1         	2000-01-01 03:19:33 	Sobreaquecimento no motor do manipulador. Deixe que o motor se resfrie antes de solicitar Motores Ligados (Motors On) novamente.	{args: }
