Todas as mensagens de registro de eventos.
Data:	2000-01-01 04:58:58
Nome do sistema:	System1
Nome do controlador:	192.168.133.1
ID do controlador
	24-53319

RobotWare:	5.14.1032
Chave:	.csNpds3aus-s6MyUXs-s9
Opções:	
	RW Control module key
	RobotWare OS and English
	644-6 Portuguese
		645-3 Spanish
		709-x DeviceNet
			709-1 Master/Slave Single
			608-1 World Zones
			609-1 Fixed Position Events
			611-1 Path Recovery
			613-1 Collision Detection
			617-1 FlexPendant Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt

DriveModule1
Chave:	LlVbY.0SGVirW
Opções:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/45 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Comum mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
1421248   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:48:35 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421249   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:48:36 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421250   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:48:46 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421251   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:49:00 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421252   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:49:01 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421253   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 01:49:01 	Iniciou-se um movimento de recuperação.	{args: "0"}
1421254   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 01:49:01 	O movimento de recuperação está pronto.	{args: "0"}
1421255   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 01:49:02 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1421256   	I   	Operacional         	10123   	O programa foi interrompido             	2000-01-01 01:49:08 	A tarefa T_ROB1 foi interrompida. O motivo é que a tarefa fica pronta com esta etapa.	{args: "1", "T_ROB1"}
1421257   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 01:49:09 	Iniciou-se um movimento de recuperação.	{args: "0"}
1421258   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 01:49:10 	O movimento de recuperação está pronto.	{args: "0"}
1421259   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 01:49:10 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1421260   	I   	Operacional         	10123   	O programa foi interrompido             	2000-01-01 01:49:15 	A tarefa T_ROB1 foi interrompida. O motivo é que a tarefa fica pronta com esta etapa.	{args: "1", "T_ROB1"}
1421261   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 01:49:18 	Iniciou-se um movimento de recuperação.	{args: "0"}
1421262   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 01:49:19 	O movimento de recuperação está pronto.	{args: "0"}
1421263   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 01:49:19 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1421264   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:49:30 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421265   	I   	Operacional         	10125   	O programa foi interrompido             	2000-01-01 01:49:31 	A tarefa T_ROB1 foi interrompida. O motivo é que ocorreu uma parada externa ou interna.	{args: "1", "T_ROB1"}
1421266   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:49:33 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421267   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:49:34 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421268   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 01:49:34 	Iniciou-se um movimento de recuperação.	{args: "0"}
1421269   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 01:49:34 	O movimento de recuperação está pronto.	{args: "0"}
1421270   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 01:49:35 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1421271   	I   	Operacional         	10123   	O programa foi interrompido             	2000-01-01 01:49:47 	A tarefa T_ROB1 foi interrompida. O motivo é que a tarefa fica pronta com esta etapa.	{args: "1", "T_ROB1"}
1421272   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:49:47 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421273   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:49:53 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421274   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:49:55 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421275   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:50:50 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421276   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:50:50 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421277   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:50:51 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421278   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:51:20 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421279   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:52:04 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421280   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:52:05 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421281   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 01:52:05 	Iniciou-se um movimento de recuperação.	{args: "0"}
1421282   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 01:52:05 	O movimento de recuperação está pronto.	{args: "0"}
1421283   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 01:52:06 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1421284   	I   	Operacional         	10123   	O programa foi interrompido             	2000-01-01 01:52:14 	A tarefa T_ROB1 foi interrompida. O motivo é que a tarefa fica pronta com esta etapa.	{args: "1", "T_ROB1"}
1421285   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:52:15 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421286   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:52:18 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421287   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:52:19 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421288   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 01:52:19 	Iniciou-se um movimento de recuperação.	{args: "0"}
1421289   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 01:52:19 	O movimento de recuperação está pronto.	{args: "0"}
1421290   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 01:52:19 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1421291   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:52:30 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421292   	I   	Operacional         	10125   	O programa foi interrompido             	2000-01-01 01:52:31 	A tarefa T_ROB1 foi interrompida. O motivo é que ocorreu uma parada externa ou interna.	{args: "1", "T_ROB1"}
1421293   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:52:36 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421294   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:52:38 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421295   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:52:41 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421296   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:52:42 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421297   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:52:43 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421298   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:53:36 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421299   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:53:43 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421300   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:53:45 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421301   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 01:53:45 	Iniciou-se um movimento de recuperação.	{args: "0"}
1421302   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 01:53:45 	O movimento de recuperação está pronto.	{args: "0"}
1421303   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 01:53:46 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1421304   	I   	Operacional         	10123   	O programa foi interrompido             	2000-01-01 01:53:56 	A tarefa T_ROB1 foi interrompida. O motivo é que a tarefa fica pronta com esta etapa.	{args: "1", "T_ROB1"}
1421305   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:53:57 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421306   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:53:59 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421307   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:53:59 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421308   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:54:06 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421309   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:54:07 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421310   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:54:32 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421311   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:54:33 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421312   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:54:34 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421313   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 01:54:46 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421314   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 01:54:47 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1421315   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 01:54:48 	O sistema encontra-se no estado de Motores ligados.	{args: }
1421316   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 01:55:03 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421317   	I   	Operacional         	10014   	Estado de falha do sistema              	2000-01-01 01:55:03 	A execução de todas as tarefas NORMAIS foi interrompida devido à falha no funcionamento do robô.	{args: }
1421319   	E   	Hardware            	38104   	Excesso de Velocidade Durante o Modo de Treinamento	2000-01-01 01:55:03 	Um ou mais eixos do robô conectados ao Módulo de Acionamento rob1_3 excederam a velocidade máxima para a operação do modo de treinamento.	{args: "rob1_3", "1", "1", "1", "3"}
1421320   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 02:45:41 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421321   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 02:45:42 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421322   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 02:47:03 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421323   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 02:59:17 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421324   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 02:59:26 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421325   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 02:59:28 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421326   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 03:10:38 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421327   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 03:11:07 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421328   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 03:11:35 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421329   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 03:53:32 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421330   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 03:54:07 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421331   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:25:53 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421332   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:26:14 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421333   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:26:15 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421334   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:26:16 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421335   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:26:17 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421336   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:26:24 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421337   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:26:26 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421338   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:26:27 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421339   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:26:55 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421340   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:27:37 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421341   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:27:39 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421342   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:27:40 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421343   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:28:00 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421344   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:28:16 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421345   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:28:19 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421346   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:28:55 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421347   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:31:56 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421348   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:33:47 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421349   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:33:48 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421350   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:33:48 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421351   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:36:47 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421352   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:36:54 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421353   	E   	Hardware            	38101   	Falha na comunicação SMB                	2000-01-01 04:36:54 	Uma falha na transmissão foi detectada entre o computador do eixo e placa de medição serial no link de medição 1 no Módulo de Acionamento 1.	{args: "1", "1"}
1421354   	I   	Operacional         	10045   	Reinício do sistema                     	2000-01-01 04:52:56 	Um sistema já instalado foi reiniciado.	{args: }
1421355   	E   	Movimento           	50057   	Falta de sincronia na junta             	2000-01-01 04:53:24 	A posição da junta rob1_4 após a queda/falha de energia está muito distante da posição anterior ao problema.	{args: "rob1_4"}
1421356   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 04:53:27 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1421357   	I   	Operacional         	10015   	Modo manual selecionado                 	2000-01-01 04:53:27 	O sistema está no modo Manual.	{args: }
1421358   	I   	Operacional         	10155   	O programa foi reiniciado               	2000-01-01 04:53:27 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. Não foi possível determinar o originador.	{args: "1", "T_ROB1"}
1421359   	E   	Sistema             	20032   	Contador de revoluções desatualizado    	2000-01-01 04:53:27 	O contador de revoluções está desatualizado.Um ou vários eixos de medição absoluta não estão sincronizados.	{args: }
1421360   	I   	Operacional         	10036   	Contador de rotações desatualizado      	2000-01-01 04:53:27 	Após a verificação, o sistema identificou que os contadores de rotações de um ou mais eixos do manipulador não estão atualizados.	{args: }
