Todas as mensagens de registro de eventos.
Data:	2014-05-06 21:37:15
Nome do sistema:	System1
Nome do controlador:	192.168.133.1
ID do controlador
	24-53319

RobotWare:	5.14.1032
Chave:	.csNpds3aus-s6MyUXs-s9
Opções:	
	RW Control module key
	RobotWare OS and English
	644-6 Portuguese
		645-3 Spanish
		709-x DeviceNet
			709-1 Master/Slave Single
			608-1 World Zones
			609-1 Fixed Position Events
			611-1 Path Recovery
			613-1 Collision Detection
			617-1 FlexPendant Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt

DriveModule1
Chave:	LlVbY.0SGVirW
Opções:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/45 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Comum mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
748172    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:30 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748173    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:30 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748174    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:32 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748175    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:32 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748176    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:34 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748177    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:34 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748178    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:34 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748179    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:34 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748180    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:37 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748181    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:37 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748182    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:38 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748183    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:38 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748184    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:38 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748185    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:38 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748186    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:39 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748187    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:39 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748188    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:43 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748189    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:43 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748190    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:44 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748191    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:44 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748192    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:44 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748193    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:44 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748194    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:46 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748195    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:46 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748196    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:49 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748197    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:49 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748198    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:28:51 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748199    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:28:51 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748200    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:29:03 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748201    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:29:03 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748202    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:29:10 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748203    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:29:10 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748204    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:29:27 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748205    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:29:32 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748206    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:29:32 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748207    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:29:34 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748208    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:29:34 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748209    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:29:39 	O sistema está no modo Automático.	{args: }
748210    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:30:19 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748211    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:30:19 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748212    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:30:22 	O sistema está no modo Manual.	{args: }
748213    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:30:23 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748214    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:30:23 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748215    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:30:33 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748216    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:30:33 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748217    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:30:58 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748218    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:30:58 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748219    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:31:00 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748220    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:02 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748221    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:02 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748222    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:04 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748223    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:04 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748224    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:04 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748225    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:04 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748226    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:04 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748227    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:04 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748228    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:04 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748229    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:04 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748230    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:31:08 	O sistema está no modo Manual.	{args: }
748231    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:13 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748232    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:13 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748233    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:16 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748234    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:16 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748235    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:18 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748236    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:18 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748237    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:18 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748238    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:18 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748239    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:32:05 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748240    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:32:07 	O sistema está no modo Automático.	{args: }
748241    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:32:09 	O sistema está no modo Manual.	{args: }
748242    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:32:16 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748243    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:32:19 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748244    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:32:22 	O sistema está no modo Automático.	{args: }
748245    	E   	Sistema             	20074   	Comando não permitido                   	2014-05-06 21:32:23 	O comando não é permitido no estado Parada de Proteção.	{args: "140"}
748246    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:32:29 	O sistema está no modo Manual.	{args: }
748247    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:32:33 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748248    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:32:37 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748249    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:32:39 	O sistema está no modo Automático.	{args: }
748250    	E   	Sistema             	20074   	Comando não permitido                   	2014-05-06 21:32:39 	O comando não é permitido no estado Parada de Proteção.	{args: "140"}
748251    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:32:46 	O sistema está no modo Manual.	{args: }
748252    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:32:51 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748253    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:32:55 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748254    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:32:55 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748255    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:33:00 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748256    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:33:02 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748257    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:33:04 	O sistema está no modo Automático.	{args: }
748258    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:33:05 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748259    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:33:05 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748260    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:33:25 	O sistema está no modo Manual.	{args: }
748261    	E   	Sistema             	20206   	A Parada Geral está aberta              	2014-05-06 21:33:38 	O circuito Parada com Segurança do Modo Geral foi interrompido.	{args: }
748262    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:34:08 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748263    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:34:10 	O sistema está no modo Manual.	{args: }
748264    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:34:22 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748265    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:34:23 	O sistema está no modo Manual.	{args: }
748266    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:34:27 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748267    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:34:29 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748268    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:34:31 	O sistema está no modo Automático.	{args: }
748269    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:34:31 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748270    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:34:31 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748271    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:34:43 	O sistema está no modo Manual.	{args: }
748272    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:34:52 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748273    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:34:54 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748274    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:34:56 	O sistema está no modo Automático.	{args: }
748275    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:35:00 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748276    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:35:00 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748277    	E   	Sistema             	20205   	A Parada Automática está aberta         	2014-05-06 21:35:33 	O circuito Parada com Segurança do Modo Automático foi interrompido.	{args: }
748278    	E   	Sistema             	20206   	A Parada Geral está aberta              	2014-05-06 21:35:33 	O circuito Parada com Segurança do Modo Geral foi interrompido.	{args: }
748279    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:36:35 	O sistema está no modo Manual.	{args: }
748280    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:36:38 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748281    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:36:40 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748282    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:36:42 	O sistema está no modo Automático.	{args: }
748283    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:36:45 	Somente uma das duas cadeias RUN foi fechada.	{args: }
748284    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:36:45 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }

Operacional mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
748252    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:32:51 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748255    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:33:00 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748256    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:33:02 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748257    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:33:04 	O sistema está no modo Automático.	{args: }
748260    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:33:25 	O sistema está no modo Manual.	{args: }
748262    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:34:08 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748263    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:34:10 	O sistema está no modo Manual.	{args: }
748264    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:34:22 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748265    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:34:23 	O sistema está no modo Manual.	{args: }
748266    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:34:27 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748267    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:34:29 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748268    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:34:31 	O sistema está no modo Automático.	{args: }
748271    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:34:43 	O sistema está no modo Manual.	{args: }
748272    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:34:52 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748273    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:34:54 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748274    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:34:56 	O sistema está no modo Automático.	{args: }
748279    	I   	Operacional         	10015   	Modo manual selecionado                 	2014-05-06 21:36:35 	O sistema está no modo Manual.	{args: }
748280    	I   	Operacional         	10002   	O ponteiro do programa foi redefinido   	2014-05-06 21:36:38 	O ponteiro do programa da tarefa T_ROB1 foi redefinido.	{args: "1", "0", "T_ROB1"}
748281    	I   	Operacional         	10016   	Modo Automático Solicitado              	2014-05-06 21:36:40 	O sistema foi solicitado para passar ao modo Automático.	{args: }
748282    	I   	Operacional         	10017   	Confirmação do modo Automático          	2014-05-06 21:36:42 	O sistema está no modo Automático.	{args: }

Sistema mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
748234    	E   	Sistema             	20223   	Conflito da Parada de Emergência        	2014-05-06 21:31:16 	Somente uma das duas cadeias de Parada de Emergência estava aberta.	{args: }
748235    	E   	Sistema             	20212   	Falha de dois canais, cadeia RUN        	2014-05-06 21:31:18 	Somente uma das duas cadeias RUN foi fechada.	{args: }
